bill_name,caption,filer_id,filer_name,function,session
HR 112,Commending the Honorable Gibson D. (Gib) Lewis on his long and distinguished tenure as speaker of the Texas House of Representatives and extending sincere appreciation to him for his many years of outstanding service on behalf of the legislature and the citizens of Texas.,19871,Eddie Cavazos,coauthor,724
HCR 12,Honoring and recognizing Ignacio Zaragoza and Rafaela Zaragoza for their contribution to history.,19871,Eddie Cavazos,coauthor,723
HB 31,Relating to the student loan program administered by the Texas Higher Education Coordinating Board; authorizing the issuance of bonds.,19871,Eddie Cavazos,author,722
HJR 8,Proposing a constitutional amendment providing for the issuance of general obligation bonds by the Texas Higher Education Coordinating Board.,19871,Eddie Cavazos,author,722
HCR 3,Commending the Reserve Officers Training Corps on the occasion of its 75th anniversary.,19871,Eddie Cavazos,coauthor,722
SB 20,Relating to the student loan program administered by the Texas Higher Education Coordinating Board and to the management of funds received by the board; and authorizing the issuance of bonds.,19871,Eddie Cavazos,sponsor,722
SJR 2,Proposing a constitutional amendment providing for the issuance of general obligation bonds by the Texas Higher Education Coordinating Board.,19871,Eddie Cavazos,sponsor,722
HB 6,"Relating to the regulation of insurance, the powers and duties of the Texas Department of Insurance, and maintaining motor vehicle financial responsibility.",19871,Eddie Cavazos,author,721
HR 266,"Resolving to suspend Rule 14, Section 9(a), Rules of the House of Representatives, 72nd Legislature, to enable the conference committee appointed to adjust the differences between the house and senate versions of H.B. 6.",19871,Eddie Cavazos,author,721
HCR 31,Encouraging the attorney general of Texas to settle the case of LULAC v. Mattox by adopting a plan for the election of district judges.,19871,Eddie Cavazos,author,721
HB 17,Relating to death benefits payable to the survivors of certain public servants.,19871,Eddie Cavazos,coauthor,721
HB 191,Relating to the levy of an assessment against certain hospitals and hospital districts and to the use of those funds; making an appropriation.,19871,Eddie Cavazos,coauthor,721
HJR 19,"Proposing a consitutional amendment to provide for legislative review of the use of appropriations and the process of rulemaking by agencies in the executive department of state government and to authorize the speaker of the house of representatives to appoint members of boards, committees, commissions, and other agencies in the executive department.",19871,Eddie Cavazos,coauthor,721
HR 136,"In memory of James C. ""Jimmie"" Storm.",19871,Eddie Cavazos,coauthor,721
HB 2,"Relating to the regulation of the insurance industry, the punishment for certain criminal offenses relating to the business of insurance, maintaining motor vehicle financial responsibility, and creating certain offenses.",19871,Eddie Cavazos,author,72R
HB 186,Relating to ad valorem tax abatement in a reinvestment zone.,19871,Eddie Cavazos,author,72R
HB 539,Relating to an emergency appropriation to the Central Education Agency.,19871,Eddie Cavazos,author,72R
HB 622,Relating to proof of insurance for certain lenders.,19871,Eddie Cavazos,author,72R
HB 623,"Relating to cancellation of, and premium surcharges on, certain homeowners insurance policies.",19871,Eddie Cavazos,author,72R
HB 684,Relating to the state allocation and reservation system for private activity bonds.,19871,Eddie Cavazos,author,72R
HB 685,Relating to the student loan program adminstered by the Texas Higher Education Coordinating Board; authorizing the issuance of bonds.,19871,Eddie Cavazos,author,72R
HB 686,Relating to the student loan revenue bond fund administered by the Texas Higher Education Coordinating Board; authorizing the issuance of bonds.,19871,Eddie Cavazos,author,72R
HB 709,Relating to safety equipment on school buses.,19871,Eddie Cavazos,author,72R
HB 710,Relating to certain testing of and remedial opportunities for certain students enrolled at public institutions of higher education.,19871,Eddie Cavazos,author,72R
HB 711,Relating to eliminating certain testing of and remedial opportunities for certain students at public institutions of higher education.,19871,Eddie Cavazos,author,72R
HB 712,Relating to State Board of Insurance authority to prohibit collection of information concerning the credit worthiness of insurance applicants of insureds.,19871,Eddie Cavazos,author,72R
HB 779,"Relating to the manufacture, sale, distribution, transportation, possession, and consumption of alcoholic beverages.",19871,Eddie Cavazos,author,72R
HB 872,Relating to selection of psychologists under health insurance policies.,19871,Eddie Cavazos,author,72R
HB 1196,"Relating to the prosecution of and punishment for certain criminal offenses involving theft, misapplication of fiduciary or other property, tampering with or fabricating physical evidence, bribery and corrupt influence, tampering with a governmental record, or violations of state insurance law.",19871,Eddie Cavazos,author,72R
HB 1929,Relating to issuance of motor vehicle insurance to certain persons completing active military service outside the United States.,19871,Eddie Cavazos,author,72R
HB 2077,Relating to the application of certain gambling offenses to ocean-going vessels.,19871,Eddie Cavazos,author,72R
HB 2078,Relating to the applicability of the Texas Motor Vehicle Safety-Responsibility Act and driver's license suspensions under that Act.,19871,Eddie Cavazos,author,72R
HB 2079,Relating to the information that must be disclosed by certain insurers.,19871,Eddie Cavazos,author,72R
HB 2080,"Relating to state indemnification of, and liability insurance premiums for, certain health care claims.",19871,Eddie Cavazos,author,72R
HB 2081,Relating to the award of contracts with certain persons.,19871,Eddie Cavazos,author,72R
HB 2082,Relating to State Board of Insurance authority to regulate certain health care liability self-insurance trusts.,19871,Eddie Cavazos,author,72R
HB 2083,Relating to rate regulation of medical professional liability insurance.,19871,Eddie Cavazos,author,72R
HB 2084,"Relating to the creation, administration, powers, duties, and financing of the Texas public school employees group insurance program.",19871,Eddie Cavazos,author,72R
HB 2232,"Relating to the fixing, promulgating and payment of title insurance premiums.",19871,Eddie Cavazos,author,72R
HB 2233,Relating to credit life insurance and credit accident and health insurance.,19871,Eddie Cavazos,author,72R
HB 2605,Relating to continuation of benefits for the surviving spouse of a deceased state employee.,19871,Eddie Cavazos,author,72R
HCR 258,Directing the enrolling and engrossing clerk of the House of Representatives to make the necessary corrections to H.B. No. 2.,19871,Eddie Cavazos,author,72R
