bill_name,caption,filer_id,filer_name,function,session
HB 748,Relating to the submission of prescription information to the director of the Department of Public Safety under the Texas Controlled Substances Act.,None,Leticia Van De Putte,author,76R
HB 749,Relating to the sale of certain items at a flea market; providing a penalty.,None,Leticia Van De Putte,author,76R
HB 750,Relating to the authority of the director of the Department of Public Safety to permit the use of triplicate or single prescription forms under the Texas Controlled Substances Act.,None,Leticia Van De Putte,author,76R
HB 751,Relating to the prosecution of the offense of graffiti.,None,Leticia Van De Putte,author,76R
HB 752,Relating to the regulation of the practice of naturopathic medicine; providing penalties.,None,Leticia Van De Putte,author,76R
HB 969,Relating to the definition under certain health benefit plans of treatment for craniofacial abnormalities of a child.,None,Leticia Van De Putte,author,76R
HB 970,Relating to the application of certain rules of the Texas State Board of Pharmacy to certain pharmacy pilot and demonstration projects.,None,Leticia Van De Putte,author,76R
HB 971,Relating to regulation of nursing homes.,None,Leticia Van De Putte,author,76R
HB 1387,Relating to investigating certain deaths and performing autopsies on certain bodies.,None,Leticia Van De Putte,author,76R
HB 1388,Relating to a peer health outreach and education pilot program.,None,Leticia Van De Putte,author,76R
HB 1701,Relating to the regulation of telecommunications utilities and to the provision of telecommunications and related services.,None,Leticia Van De Putte,author,76R
HB 1748,Relating to the long-range plan for the Texas Center for Infectious Disease and the provision of tuberculosis and communicable infectious disease health care and laboratory services.,None,Leticia Van De Putte,author,76R
HB 1749,Relating to the sharing of information concerning juvenile offenders.,None,Leticia Van De Putte,author,76R
HB 1750,Relating to standards for utilization review.,None,Leticia Van De Putte,author,76R
HB 1751,Relating to health insurance coverage for medical foods.,None,Leticia Van De Putte,author,76R
HB 1967,Relating to an exclusion from unemployment compensation chargebacks for employers who hire certain recipients of public assistance.,None,Leticia Van De Putte,author,76R
HB 1968,Relating to the powers and duties of peace officers commissioned by certain hospital districts.,None,Leticia Van De Putte,author,76R
HB 1969,Relating to the collection of child support service fees by a domestic relations office.,None,Leticia Van De Putte,author,76R
HB 1970,Relating to the licensing and regulation of pharmacists and pharmacies.,None,Leticia Van De Putte,author,76R
HB 2527,Relating to the maintenance of dangerous drugs and controlled substances at a convalescent or nursing home or at an intermediate care facility for the mentally retarded.,None,Leticia Van De Putte,author,76R
HB 2528,Relating to the support of graduate pharmacy education and resident pharmacists.,None,Leticia Van De Putte,author,76R
HB 2529,Relating to the administration of pharmacy benefits under certain health benefit plans.,None,Leticia Van De Putte,author,76R
HB 2530,Relating to persons authorized to provide diabetes self-management training.,None,Leticia Van De Putte,author,76R
HB 2531,Relating to training for public school educators in recognizing and reporting incidents of possible abuse or neglect of children.,None,Leticia Van De Putte,author,76R
