bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 319,"Relating to the creation of an electronic state business daily to give notice before a state agency makes a procurement with a value that exceeds $25,000.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 623,Relating to certification of public school educators.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 624,Relating to the fiscal year of a school district and to the submission of the appraisal roll to a taxing unit.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 625,Relating to the disclosure of certain information submitted to a governmental entity by a potential vendor or  contractor.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1573,Relating to public school employees.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1757,Relating to the use of certain awards under the Texas Advanced Placement Incentive Program.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1844,Relating to keeping school campuses open after school hours for recreational purposes and tutoring.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 2350,Relating to funding instruction in languages other than English in public schools.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 3193,Relating to a certain duty of care owed to a firefighter or police officer.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HCR 233,"Designating May 4-10, 1997, as Texas Community Action Week.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 487,"Recognizing April 2, 1997, as Alcohol, Tobacco, and Other Drug Abuse Prevention Day at the State Capitol.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 791,"Recognizing May 4-10, 1997, as Texas Community Action Week.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 837,In memory of Virginia L. Garcia Pancake.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 180,Relating to access to certain obstetric or gynecological health care under a health benefit plan.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 621,Relating to the establishment of the Texas Chiropractic College as a public institution of higher education.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1188,"Relating to home equity loans, the regulation of certain institutions and occupations connected with home equity loans, and the consideration of home equity in certain financial assistance applications; providing an administrative penalty.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1342,Relating to the maximum extended length of certain loads carried on trailers.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1518,Relating to an exemption from ad valorem taxation of the property of a neighborhood association.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 1776,Relating to ad valorem taxation.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 2077,Relating to local-option bargaining by boards of trustees of public school districts.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 3410,Relating to the practice of psychological associates and psychologists.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 3562,Relating to providing a tax-exempt benefit plan to cover educational expenses to school district employees.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HJR 70,"Proposing a constitutional amendment authorizing a voluntary, consensual encumbrance on homestead property for the purpose of an equity loan.",19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 288,Recognizing the Honorable Frank Tejeda for his years of community service.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 537,Honoring San Antonio police officer RoseMary Reyna Flammia on her promotion to the rank of captain.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HR 895,In memory of San Antonio Firefighter Jesse F. Bricker.,19243,Christine Hernandez,author,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 92,Relating to the financing of sports and community venues and related infrastructure; authorizing the imposition of certain local taxes and the issuance of local bonds; providing penalties.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 107,Relating to specialized license plates to support the diagnosis of reading development and comprehension at certain grade levels in public school and to requirements concerning that diagnosis.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 326,Relating to the operation of a vehicle with a child in an open bed of the vehicle or in the open bed of a trailer being towed by the vehicle.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 415,Relating to the installation and maintenance of vending machines that dispense cigarettes or other tobacco products; providing a criminal penalty.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 698,Relating to the creation of an appellate judicial system for the Fourth Court of Appeals District.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 723,Relating to informed consent before the performance of a hysterectomy.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 2577,Relating to the Texas Department of Housing and Community Affairs and to low income and affordable housing.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HB 3423,Relating to the creation of a consolidated municipal-county government in Bexar County.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
HCR 148,Designating the Texas Sweet Onion as the official State Vegetable of Texas.,19243,Christine Hernandez,coauthor,75R,3230,Rep. Christine Hernandez,Christine Hernandez
