bill_name,caption,filer_id,filer_name,function,session
SB 132,Relating to the requirements for the issuance of special license plates or vehicle parking placards to persons with disabilities.,17848,Drew Nixon,author,76R
SB 182,Relating to the appraisal of certain leaseholds for tax purposes.,17848,Drew Nixon,author,76R
SB 183,Relating to the acceptance of gifts by certain state agencies.,17848,Drew Nixon,author,76R
SB 291,Relating to enforcement of the motor vehicle safety-responsibility requirements.,17848,Drew Nixon,author,76R
SB 292,Relating to a self-directed investment option for participants in the Teacher Retirement System of Texas.,17848,Drew Nixon,author,76R
SB 309,Relating to a limitation on buildings that may be used as a polling place for certain elections.,17848,Drew Nixon,author,76R
SB 349,Relating to allowing certain trailers to travel at the posted speed limit.,17848,Drew Nixon,author,76R
SB 378,Relating to the payment of judgment against an undivided interest in real property.,17848,Drew Nixon,author,76R
SB 436,Relating to a disclosure required in certain offers by mail to purchase mineral or royalty interests.,17848,Drew Nixon,author,76R
SB 437,Relating to blocking the receipt of certain calls by telephone solicitors.,17848,Drew Nixon,author,76R
SB 543,Relating to a payment to a governmental entity by credit card or check.,17848,Drew Nixon,author,76R
SB 544,Relating to allowing write-in votes in all elections.,17848,Drew Nixon,author,76R
SB 545,Relating to disclosure of the terms of certain real property sales to certified real estate appraisers.,17848,Drew Nixon,author,76R
SB 546,Relating to exempting a co-owner's interest in real property from seizure to satisfy the debts of another co-owner of real property.,17848,Drew Nixon,author,76R
SB 585,Relating to a self-directed investment option for participants in the Employees Retirement System of Texas.,17848,Drew Nixon,author,76R
SB 586,Relating to requiring county approval of certain municipal annexations.,17848,Drew Nixon,author,76R
SB 587,Relating to a limitation on the maximum average annual increase in the appraised value of real property for ad valorem tax purposes.,17848,Drew Nixon,author,76R
SB 599,Relating to requiring ownership disclosure for certain businesses.,17848,Drew Nixon,author,76R
SB 726,Relating to property owners' association elections.,17848,Drew Nixon,author,76R
SB 727,Relating to creating a real estate appraiser's lien.,17848,Drew Nixon,author,76R
SB 791,Relating to specific information logo signs in certain counties.,17848,Drew Nixon,author,76R
SB 792,Relating to a requirement that a payor of the proceeds from the sale of gas produced from certain gas wells furnish certain information to the payee.,17848,Drew Nixon,author,76R
