bill_name,caption,filer_id,filer_name,function,session
SB 90,Relating to liability for damages arising from the maintenance or use of certain parking areas and pedestrian pathways.,20141,John Leedom,author,74R
SB 91,Relating to disability retirement under the Employees Retirement System of Texas.,20141,John Leedom,author,74R
SB 92,Relating to a voucher for the tuition of a student at a private or parochial school.,20141,John Leedom,author,74R
SB 123,Relating to the issuance of specially designed license plates for certain military personnel and veterans.,20141,John Leedom,author,74R
SB 125,Relating to local option elections held under the Alcoholic Beverage Code.,20141,John Leedom,author,74R
SB 165,Relating to a certification of willingness not to appear and plead as an attorney in court by certain retired and former judges.,20141,John Leedom,author,74R
SB 260,Relating to a municipal drainage utility system.,20141,John Leedom,author,74R
SB 261,Relating to certain charges in connection with a fine for violation of a motor vehicle law.,20141,John Leedom,author,74R
SB 262,Relating to the investigation of child abuse and the protection of abused children.,20141,John Leedom,author,74R
SB 415,Relating to a county or precinct officer who overcharges a person a fee.,20141,John Leedom,author,74R
SB 502,Relating to tuition rates for undergraduate programs at public institutions of higher education.,20141,John Leedom,author,74R
SB 503,Relating to the training and licensing of motorcycle operators in this state.,20141,John Leedom,author,74R
SB 533,Relating to a principal who uses a sales representative.,20141,John Leedom,author,74R
SB 549,Relating to the storage and sale of certain vehicles.,20141,John Leedom,author,74R
SB 739,Relating to the inspection and certification of elevators in certain buildings and industrial facilities.,20141,John Leedom,author,74R
SB 770,Relating to fees collected by certain county officers.,20141,John Leedom,author,74R
SB 1036,Relating to the licensing and regulation of structural steel detailers; providing a penalty.,20141,John Leedom,author,74R
SB 1037,Relating to the custodians of local government and state agency funds.,20141,John Leedom,author,74R
SB 1038,"Relating to public school lands and other lands in the public domain, including their sale and patenting.",20141,John Leedom,author,74R
SB 1116,Relating to the Texas Incentive and Productivity Commission and its operation of the state employee incentive program and the productivity bonus program.,20141,John Leedom,author,74R
SB 1222,Relating to the payment of interest to designated beneficiaries.,20141,John Leedom,author,74R
