bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 22,Relating to the right to refuse certain immunizations.,37349,Jaime Capelo,author,783,2300,Rep. Jaime Capelo,Jaime Capelo
HB 23,"Relating to appropriating the fees relating to the office of patient protection collected by certain licensing agencies for the  Health Professions Council under Chapter 305 (House Bill No. 2985), Acts of the 78th Legislature, Regular Session, 2003.",37349,Jaime Capelo,author,783,2300,Rep. Jaime Capelo,Jaime Capelo
HR 82,"Recognizing September 17, 2003, as HACEMOS Day.",37349,Jaime Capelo,author,783,2300,Rep. Jaime Capelo,Jaime Capelo
HR 245,"In memory of Reymundo G. Contreras, Sr., of Robstown.",37349,Jaime Capelo,author,783,2300,Rep. Jaime Capelo,Jaime Capelo
HB 26,"Relating to appropriating the fees relating to the office of patient protection collected by certain licensing agencies for the  Health Professions Council under House Bill No. 2985, Acts of the 78th Legislature, Regular Session, 2003.",37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HB 27,Relating to the right to refuse certain immunizations.,37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HR 44,Honoring the life of U.S. Army Staff Sergeant Hector Perez of Corpus Christi.,37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HR 158,"Honoring Joe R. DeLeon, Jr., of Corpus Christi for being named the Texas Pharmacy Association 2003 Pharmacist of the Year.",37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HR 159,Congratulating Becky Kitching Moeller of Corpus Christi on her election as secretary-treasurer of the Texas AFL-CIO.,37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HR 160,"Honoring Emmett Sheppard, the new president of the Texas AFL-CIO.",37349,Jaime Capelo,author,782,2300,Rep. Jaime Capelo,Jaime Capelo
HB 74,"Relating to appropriating the fees relating to the office of patient protection collected by certain licensing agencies for the  Health Professions Council under House Bill No. 2985, Acts of the 78th Legislature, Regular Session, 2003.",37349,Jaime Capelo,author,781,2300,Rep. Jaime Capelo,Jaime Capelo
HB 89,Relating to the right to refuse certain immunizations.,37349,Jaime Capelo,author,781,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1093,Relating to nutrition and health programs for public school children.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1094,Relating to grants for federally qualified health centers and to a revolving loan program for community health centers.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1095,"Relating to the authority of advanced practice nurses and physician assistants to administer, provide, and carry out or sign a prescription drug order.",37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1096,Relating to access to certain private medical information.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1097,Relating to the birth defects monitoring program.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1098,Relating to the authority of a municipality to impose and use utility fees for certain disabled access improvements.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1099,Relating to coverage provided to certain children under the state child health plan.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
HB 1100,Relating to judge-imposed conditions of community supervision for certain defendants.,37349,Jaime Capelo,author,78R,2300,Rep. Jaime Capelo,Jaime Capelo
