Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 531,Relating to the constitutional limit on the rate of growth of appropriations.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
1,1,1,HB 574,Relating to the operation of certain managed care plans with respect to certain physicians and health care providers; amending provisions subject to a criminal penalty.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
2,2,2,HB 575,Relating to the notice of contract expiration provided to retail electric customers by retail electric providers.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
3,3,3,HB 576,Relating to service retirement benefits payable by the Teacher Retirement System of Texas to certain bus drivers who return to work.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
4,4,4,HB 616,Relating to payment of and disclosures related to certain out-of-network provider charges; authorizing a fee; providing a penalty.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
5,5,5,HB 619,Relating to an exemption from and a limitation on the sales tax imposed on certain boats and boat motors.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
6,6,6,HB 620,Relating to electronic benefits transfer cards used for recipients of benefits under certain assistance programs.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
7,7,7,HB 629,Relating to a person's ability to read and write in English as a qualification for service as a petit juror.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
8,8,8,HB 630,"Relating to requiring state contractors and governmental entities to participate in the federal electronic verification of work authorization program, or E-Verify, and authorizing the suspension of certain licenses held by private employers for the knowing employment of persons not lawfully present in this state; authorizing a fee.",80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
9,9,9,HB 631,Relating to the impersonation of a state agency website or an associated website; providing a criminal penalty.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
10,10,10,HB 633,Relating to a sales and use tax exemption for certain health care supplies.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
11,11,11,HB 639,Relating to the registration and certification of county tax assessor-collectors and their employees.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
12,12,12,HB 675,Relating to the use of a mobile phone by a person occupying a voting station.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
13,13,13,HB 888,Relating to the punishment for the offense of making a false report or statement regarding a missing child; increasing a criminal penalty.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
14,14,14,HB 963,"Relating to the designation of certain optometrists, therapeutic optometrists, and ophthalmologists as preferred providers.",80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
15,15,15,HB 1213,Relating to the regulation of amusement redemption machine game rooms in certain counties.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
16,16,16,HB 1305,Relating to a program to provide a free or reduced-price breakfast to eligible students attending a public school and the method of determining the number of educationally disadvantaged students.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
17,17,17,HB 1621,Relating to utilization review and notice and appeal of certain adverse determinations by utilization review agents.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
18,18,18,HB 1667,Relating to the designation of certain physicians as preferred providers.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
19,19,19,HB 1691,Relating to prompt payment of certain physicians and health care providers by a preferred provider benefit plan.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
20,20,20,HB 1781,Relating to access by a sibling of a child separated from the sibling due to an action by the Department of Family and Protective Services.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
21,21,21,HB 1782,Relating to protective orders against certain persons who are convicted of or placed on deferred adjudication community supervision for an offense involving family violence.,80871,Greg Bonnen,author,84R,2875,Rep. Greg Bonnen,Greg Bonnen
