Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 4,Relating to the administration of the Texas Water Development Board and the funding of water projects by the board and other entities; authorizing the issuance of revenue bonds.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
1,1,1,HB 11,Relating to the appropriation of money from the economic stabilization fund to finance certain water-related projects.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
2,2,2,HB 1339,Relating to the authority of certain water districts to hold meetings by teleconference or videoconference.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
3,3,3,HB 1360,Relating to the exemption from ad valorem taxation of real property leased to and used by certain schools.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
4,4,4,HB 1584,"Relating to the sale, storage, transportation, and disposal of scrap or used tires; providing a civil penalty; creating an offense.",37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
5,5,5,HB 1975,Relating to the revocation and reinstatement of an end user number for purposes of purchasing dyed diesel fuel.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
6,6,6,HB 2082,Relating to the procedure for action by the Texas Commission on Environmental Quality on applications for certain environmental permits and administrative and judicial review of the commission's action.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
7,7,7,HB 2486,Relating to the sale or disposal of scrap tires; providing a civil penalty; creating an offense.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
8,8,8,HB 2720,Relating to the applicability of the law governing emergency authorizations by the Texas Commission on Environmental Quality for the use of state water to certain emergency orders concerning water rights issued by the executive director of the commission.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
9,9,9,HB 3233,Relating to interbasin transfers of state water.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
10,10,10,HB 3234,Relating to the procedure for action by the Texas Commission on Environmental Quality on an application for a water right.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
11,11,11,HB 3235,Relating to the authority of a municipality or county to designate an area as a reinvestment zone for purposes of tax increment financing.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
12,12,12,HB 3236,Relating to the regulation of fireworks.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
13,13,13,HB 3281,"Relating to the nonsubstantive revision of certain local laws concerning special districts, including conforming amendments.",37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
14,14,14,HB 3510,Relating to the election of board members for emergency services districts in certain counties.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
15,15,15,HB 3511,Relating to the adjudication of certain claims under a written contract with a special-purpose district or authority or local governmental entity.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
16,16,16,HB 3512,Relating to the eligibility of property used for a desalination project for ad valorem tax benefits under the Texas Economic Development Act.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
17,17,17,HB 3557,Relating to the authority of a county to regulate certain fireworks during a drought.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
18,18,18,HJR 86,Proposing a constitutional amendment authorizing the legislature to exempt from  ad valorem taxation real property leased to certain schools organized and operated primarily for the purpose of engaging in educational functions.,37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
19,19,19,HJR 142,"Proposing a constitutional amendment to authorize the legislature to exempt from ad valorem taxation real and personal property used for the conservation, reuse, or recycling of water.",37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
20,20,20,HR 192,"Recognizing January 29, 2013, as Leadership Southeast Texas Day at the State Capitol.",37743,Allan Ritter,author,83R,4250,Rep. Allan Ritter,Allan Ritter
