Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 2861,Relating to the powers and duties of the boards of trustees and superintendents of independent school districts.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
1,1,1,HB 2862,Relating to the election of members of the boards of trustees of independent school districts.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
2,2,2,HB 2864,Relating to the small and mid-sized district adjustment under the public school finance system.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
3,3,3,HB 2865,Relating to the summoning of potential grand jurors.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
4,4,4,HB 2866,Relating to exempting boats and motors purchased exclusively for rental from the sales and use tax on boats and motors.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
5,5,5,HB 2867,Relating to certain offenses occurring on school property or at a school-sponsored or school-related activity as conduct indicating a need for supervision in certain counties.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
6,6,6,HB 2879,Relating to public school finance.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
7,7,7,HB 2880,Relating to programs for students of limited English proficiency.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
8,8,8,HB 3343,Relating to the operation and funding of certain group coverage programs for certain school and educational employees and their dependents.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
9,9,9,HB 3344,Relating to electronic monitoring devices in the rooms of persons receiving treatment at a comprehensive medical rehabilitation facility or at a treatment facility and in the rooms of residents of convalescent or nursing homes or related institutions; providing criminal penalties.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
10,10,10,HB 3345,Relating to the jurisdiction of a juvenile court over certain truant conduct.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
11,11,11,HCR 103,"Recognizing February 6 and 7, 2001, as Rusk County Days at the State Capitol.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
12,12,12,HCR 187,"Declaring March 1, 2001, as Texas Energy Education Development Day at the State Capitol.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
13,13,13,HCR 220,"Designating March 19-20, 2001, as Panola County Days at the State Capitol.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
14,14,14,HCR 228,"Designating March 27-28, 2001, as Marshall Days at the State Capitol.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
15,15,15,HCR 328,Instructing the enrolling clerk of the house of representatives to make corrections to H.B. No. 3343.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
16,16,16,HR 124,Commending Dr. Gonzalo Gomez Dacal on his extraodinary contributions in behalf of Texas students and teachers.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
17,17,17,HR 1122,"Honoring the 2000 Henderson Baseball All-Stars for winning the Dixie Boys World Series in Cleveland, Mississippi.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
18,18,18,HR 1402,"Suspending limitations on conference committee jurisdiction, H.B. No. 3343.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
19,19,19,HR 1408,"Suspending limitations on conference committee jurisdiction, H.B. No. 2879.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
20,20,20,HB 587,"Relating to the investigation and prosecution of an offense motivated by bias or prejudice, to other civil and criminal remedies for and protections against certain hateful acts, and to training and education concerning hate laws.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
21,21,21,HB 1020,"Relating to the composition of the permanent school fund, the available school fund, and the public school employee health insurance fund and to transfers from the permanent school fund to the available school fund and the public school employee health insurance fund.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
22,22,22,HB 2888,Relating to limitations on the issuance of tax-supported bonds by school districts.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
23,23,23,HJR 54,Proposing a constitutional amendment relating to the use of income and appreciation of the permanent school fund.,19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
24,24,24,HR 73,"Recognizing January 22, 2001, as Association of Texas Professional Educators Day at the State Capitol.",19534,Paul Sadler,author,77R,4370,Rep. Paul Sadler,Paul Sadler
25,25,25,HB 6,Relating to open-enrollment charter schools.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
26,26,26,HB 496,Relating to the recognition of a same-sex marriage or civil union.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
27,27,27,HB 825,Relating to continuous eligibility of children for medical assistance.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
28,28,28,HB 826,Relating to consideration of assets and resources for purposes of determining eligibility of children for Medicaid.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
29,29,29,HB 827,Relating to simplifying the application and eligibility determination process for medical assistance provided to children.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
30,30,30,HB 828,Relating to application and eligibility for Medicaid.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
31,31,31,HB 1200,"Relating to the enactment of the Texas Economic Development Act, authorizing certain ad valorem tax incentives for economic development, including authorizing school districts to provide tax relief for certain corporations and limited liability companies that make large investments that create jobs in this state, to authorizing the imposition of certain impact fees, and to continuing the Property Redevelopment and Tax Abatement Act.",19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
32,32,32,HB 1221,Relating to protecting the privacy of medical records; providing penalties.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
33,33,33,HB 1862,Relating to the regulation and prompt payment of health care providers under certain health benefit plans; providing penalties.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
34,34,34,HR 215,Honoring the members of the Texas Forestry Association for their reforestation efforts.,19534,Paul Sadler,coauthor,77R,4370,Rep. Paul Sadler,Paul Sadler
35,35,35,SB 575,Relating to applicability of the Texas Youth Camp Safety and Health Act to facilities or programs operated by or on the campus of an institution of higher education.,19534,Paul Sadler,sponsor,77R,4370,Rep. Paul Sadler,Paul Sadler
36,36,36,SB 1766,Relating to payment of eligible school district bonds with state and local funds under the existing debt tier of the school finance system.,19534,Paul Sadler,sponsor,77R,4370,Rep. Paul Sadler,Paul Sadler
